Data,US_Dollar_in_R$
2023-12-05,"4,9516"
2023-12-04,"4,9085"
2023-12-01,"4,9185"
2023-11-30,"4,9349"
2023-11-29,"4,8927"
2023-11-28,"4,8861"
2023-11-27,"4,8945"
2023-11-24,"4,8921"
2023-11-23,"4,8925"
2023-11-22,"4,8962"
2023-11-21,"4,8800"
2023-11-20,"4,8717"
2023-11-17,"4,8843"
2023-11-16,"4,8569"
2023-11-14,"4,8676"
2023-11-13,"4,9240"
2023-11-10,"4,9213"
2023-11-09,"4,9001"
2023-11-08,"4,8849"
2023-11-07,"4,8664"
2023-11-06,"4,8993"
2023-11-03,"4,8904"
2023-11-01,"5,0188"
2023-10-31,"5,0569"
2023-10-30,"5,0068"
2023-10-27,"4,9474"
2023-10-26,"5,0049"
2023-10-25,"4,9975"
2023-10-24,"5,0059"
2023-10-23,"5,0158"
2023-10-20,"5,0522"
2023-10-19,"5,0534"
2023-10-18,"5,0562"
2023-10-17,"5,0378"
2023-10-16,"5,0612"
2023-10-13,"5,0619"
2023-10-11,"5,0490"
2023-10-10,"5,0856"
2023-10-09,"5,1660"
2023-10-06,"5,1912"
2023-10-05,"5,1707"
2023-10-04,"5,1520"
2023-10-03,"5,1094"
2023-10-02,"5,0673"
2023-09-29,"5,0070"
2023-09-28,"5,0469"
2023-09-27,"5,0283"
2023-09-26,"4,9711"
2023-09-25,"4,9600"
2023-09-22,"4,9125"
2023-09-21,"4,9223"
2023-09-20,"4,8481"
2023-09-19,"4,8569"
2023-09-18,"4,8529"
2023-09-15,"4,8683"
2023-09-14,"4,8745"
2023-09-13,"4,9165"
2023-09-12,"4,9499"
2023-09-11,"4,9360"
2023-09-08,"4,9829"
2023-09-06,"4,9756"
2023-09-05,"4,9699"
2023-09-04,"4,9170"
2023-09-01,"4,9312"
2023-08-31,"4,9213"
2023-08-30,"4,8647"
2023-08-29,"4,8700"
2023-08-28,"4,8933"
2023-08-25,"4,8766"
2023-08-24,"4,8742"
2023-08-23,"4,8971"
2023-08-22,"4,9425"
2023-08-21,"4,9841"
2023-08-18,"4,9718"
2023-08-17,"4,9810"
2023-08-16,"4,9765"
2023-08-15,"4,9806"
2023-08-14,"4,9475"
2023-08-11,"4,8912"
2023-08-10,"4,8512"
2023-08-09,"4,9009"
2023-08-08,"4,9211"
2023-08-07,"4,9004"
2023-08-04,"4,8603"
2023-08-03,"4,8791"
2023-08-02,"4,8077"
2023-08-01,"4,7746"
2023-07-31,"4,7409"
2023-07-28,"4,7247"
2023-07-27,"4,7196"
2023-07-26,"4,7362"
2023-07-25,"4,7490"
2023-07-24,"4,7451"
2023-07-21,"4,7726"
2023-07-20,"4,7882"
2023-07-19,"4,7994"
2023-07-18,"4,8034"
2023-07-17,"4,8296"
2023-07-14,"4,7951"
2023-07-13,"4,8032"
2023-07-12,"4,8052"
2023-07-11,"4,8943"
2023-07-10,"4,8729"
2023-07-07,"4,8793"
2023-07-06,"4,8971"
2023-07-05,"4,8571"
2023-07-04,"4,8050"
2023-07-03,"4,7870"
2023-06-30,"4,8186"
2023-06-29,"4,8578"
2023-06-28,"4,8557"
2023-06-27,"4,7897"
2023-06-26,"4,7692"
2023-06-23,"4,7793"
2023-06-22,"4,7744"
2023-06-21,"4,7789"
2023-06-20,"4,7924"
2023-06-19,"4,7797"
2023-06-16,"4,8280"
2023-06-15,"4,8216"
2023-06-14,"4,8456"
2023-06-13,"4,8527"
2023-06-12,"4,8826"
2023-06-09,"4,8916"
2023-06-07,"4,9113"
2023-06-06,"4,9286"
2023-06-05,"4,9230"
2023-06-02,"4,9552"
2023-06-01,"5,0344"
2023-05-31,"5,0953"
2023-05-30,"5,0587"
2023-05-29,"4,9948"
2023-05-26,"5,0108"
2023-05-25,"4,9984"
2023-05-24,"4,9468"
2023-05-23,"4,9668"
2023-05-22,"4,9674"
2023-05-19,"4,9852"
2023-05-18,"4,9641"
2023-05-17,"4,9507"
2023-05-16,"4,9116"
2023-05-15,"4,9097"
2023-05-12,"4,9228"
2023-05-11,"4,9690"
2023-05-10,"4,9541"
2023-05-09,"5,0001"
2023-05-08,"4,9690"
2023-05-05,"4,9690"
2023-05-04,"5,0100"
2023-05-03,"5,0221"
2023-05-02,"5,0329"
2023-04-28,"5,0001"
2023-04-27,"5,0144"
2023-04-26,"5,0579"
2023-04-25,"5,0607"
2023-04-24,"5,0589"
2023-04-20,"5,0491"
2023-04-19,"5,0461"
2023-04-18,"4,9672"
2023-04-17,"4,9415"
2023-04-14,"4,9449"
2023-04-13,"4,9091"
2023-04-12,"4,9490"
2023-04-11,"5,0122"
2023-04-10,"5,0828"
2023-04-06,"5,0677"
2023-04-05,"5,0441"
2023-04-04,"5,0756"
2023-04-03,"5,0631"
2023-03-31,"5,0798"
2023-03-30,"5,1248"
2023-03-29,"5,1487"
2023-03-28,"5,1727"
2023-03-27,"5,2300"
2023-03-24,"5,2915"
2023-03-23,"5,2626"
2023-03-22,"5,2642"
2023-03-21,"5,2438"
2023-03-20,"5,2461"
2023-03-17,"5,2673"
2023-03-16,"5,2886"
2023-03-15,"5,2975"
2023-03-14,"5,2356"
2023-03-13,"5,2394"
2023-03-10,"5,1816"
2023-03-09,"5,1347"
2023-03-08,"5,1381"
2023-03-07,"5,1895"
2023-03-06,"5,1964"
2023-03-03,"5,2031"
2023-03-02,"5,2074"
2023-03-01,"5,2064"
2023-02-28,"5,2072"
2023-02-27,"5,1954"
2023-02-24,"5,1785"
2023-02-23,"5,1324"
2023-02-22,"5,1724"
2023-02-17,"5,2006"
2023-02-16,"5,2426"
2023-02-15,"5,2237"
2023-02-14,"5,1501"
2023-02-13,"5,1828"
2023-02-10,"5,2520"
2023-02-09,"5,2309"
2023-02-08,"5,2030"
2023-02-07,"5,1689"
2023-02-06,"5,1757"
2023-02-03,"5,1024"
2023-02-02,"4,9895"
2023-02-01,"5,0715"
2023-01-31,"5,0987"
2023-01-30,"5,0953"
2023-01-27,"5,0761"
2023-01-26,"5,0945"
2023-01-25,"5,1036"
2023-01-24,"5,1690"
2023-01-23,"5,1916"
2023-01-20,"5,1980"
2023-01-19,"5,2138"
2023-01-18,"5,0903"
2023-01-17,"5,1197"
2023-01-16,"5,1109"
2023-01-13,"5,1140"
2023-01-12,"5,1394"
2023-01-11,"5,2014"
2023-01-10,"5,2389"
2023-01-09,"5,2961"
2023-01-06,"5,2849"
2023-01-05,"5,4020"
2023-01-04,"5,4453"
2023-01-03,"5,3753"
2023-01-02,"5,3430"
2022-12-30,"5,2171"
2022-12-29,"5,2171"
2022-12-28,"5,2730"
2022-12-27,"5,2826"
2022-12-26,"5,1866"
2022-12-23,"5,1439"
2022-12-22,"5,1865"
2022-12-21,"5,2025"
2022-12-20,"5,2421"
2022-12-19,"5,3154"
2022-12-16,"5,2801"
2022-12-15,"5,3177"
2022-12-14,"5,3400"
2022-12-13,"5,2663"
2022-12-12,"5,3060"
2022-12-09,"5,2390"
2022-12-08,"5,2085"
2022-12-07,"5,2202"
2022-12-06,"5,2390"
2022-12-05,"5,2457"
2022-12-02,"5,1968"
2022-12-01,"5,1942"
2022-11-30,"5,2935"
2022-11-29,"5,3070"
2022-11-28,"5,3791"
2022-11-25,"5,3502"
2022-11-24,"5,3143"
2022-11-23,"5,3924"
2022-11-22,"5,3333"
2022-11-21,"5,3253"
2022-11-18,"5,3471"
2022-11-17,"5,4649"
2022-11-16,"5,3198"
2022-11-14,"5,3007"
2022-11-11,"5,3045"
2022-11-10,"5,3058"
2022-11-09,"5,1623"
2022-11-08,"5,1738"
2022-11-07,"5,0880"
2022-11-04,"5,0354"
2022-11-03,"5,1343"
2022-11-01,"5,1494"
2022-10-31,"5,2564"
2022-10-28,"5,3449"
2022-10-27,"5,2997"
2022-10-26,"5,3242"
2022-10-25,"5,3085"
2022-10-24,"5,2738"
2022-10-21,"5,1913"
2022-10-20,"5,2170"
2022-10-19,"5,2802"
2022-10-18,"5,2691"
2022-10-17,"5,2707"
2022-10-14,"5,2818"
2022-10-13,"5,3011"
2022-10-11,"5,2061"
2022-10-10,"5,1935"
2022-10-07,"5,2215"
2022-10-06,"5,2002"
2022-10-05,"5,2138"
2022-10-04,"5,1405"
2022-10-03,"5,1996"
2022-09-30,"5,4060"
2022-09-29,"5,3910"
2022-09-28,"5,3588"
2022-09-27,"5,3502"
2022-09-26,"5,3542"
2022-09-23,"5,2251"
2022-09-22,"5,1671"
2022-09-21,"5,1686"
2022-09-20,"5,1699"
2022-09-19,"5,2361"
2022-09-16,"5,2876"
2022-09-15,"5,2205"
2022-09-14,"5,1768"
2022-09-13,"5,1788"
2022-09-12,"5,1177"
2022-09-09,"5,1627"
2022-09-08,"5,2149"
2022-09-06,"5,2222"
2022-09-05,"5,1680"
2022-09-02,"5,1872"
2022-09-01,"5,2001"
2022-08-31,"5,1784"
2022-08-30,"5,0611"
2022-08-29,"5,0423"
2022-08-26,"5,0897"
2022-08-25,"5,1167"
2022-08-24,"5,1044"
2022-08-23,"5,1024"
2022-08-22,"5,1703"
2022-08-19,"5,1955"
2022-08-18,"5,1767"
2022-08-17,"5,1779"
2022-08-16,"5,1334"
2022-08-15,"5,0919"
2022-08-12,"5,1017"
2022-08-11,"5,1121"
2022-08-10,"5,0491"
2022-08-09,"5,1218"
2022-08-08,"5,1241"
2022-08-05,"5,2159"
2022-08-04,"5,2403"
2022-08-03,"5,2840"
2022-08-02,"5,2323"
2022-08-01,"5,1600"
2022-07-29,"5,1878"
2022-07-28,"5,2143"
2022-07-27,"5,3068"
2022-07-26,"5,3602"
2022-07-25,"5,4138"
2022-07-22,"5,4516"
2022-07-21,"5,4744"
2022-07-20,"5,4282"
2022-07-19,"5,3898"
2022-07-18,"5,3669"
2022-07-15,"5,4008"
2022-07-14,"5,4562"
2022-07-13,"5,3987"
2022-07-12,"5,4114"
2022-07-11,"5,3471"
2022-07-08,"5,3080"
2022-07-07,"5,3634"
2022-07-06,"5,4315"
2022-07-05,"5,3893"
2022-07-04,"5,3032"
2022-07-01,"5,3136"
2022-06-30,"5,2374"
2022-06-29,"5,2262"
2022-06-28,"5,2173"
2022-06-27,"5,2208"
2022-06-24,"5,2328"
2022-06-23,"5,1827"
2022-06-22,"5,1503"
2022-06-21,"5,1456"
2022-06-20,"5,1635"
2022-06-17,"5,1307"
2022-06-15,"5,1113"
2022-06-14,"5,1197"
2022-06-13,"5,1027"
2022-06-10,"4,9830"
2022-06-09,"4,8945"
2022-06-08,"4,8705"
2022-06-07,"4,8903"
2022-06-06,"4,7833"
2022-06-03,"4,7950"
2022-06-02,"4,7873"
2022-06-01,"4,7759"
2022-05-31,"4,7283"
2022-05-30,"4,7210"
2022-05-27,"4,7428"
2022-05-26,"4,7961"
2022-05-25,"4,8353"
2022-05-24,"4,8100"
2022-05-23,"4,7967"
2022-05-20,"4,8771"
2022-05-19,"4,9192"
2022-05-18,"4,9586"
2022-05-17,"4,9670"
2022-05-16,"5,0660"
2022-05-13,"5,1069"
2022-05-12,"5,1476"
2022-05-11,"5,1238"
2022-05-10,"5,1384"
2022-05-09,"5,1334"
2022-05-06,"5,0744"
2022-05-05,"5,0045"
2022-05-04,"5,0087"
2022-05-03,"5,0161"
2022-05-02,"5,0260"
2022-04-29,"4,9185"
2022-04-28,"5,0104"
2022-04-27,"5,0161"
2022-04-26,"4,9660"
2022-04-25,"4,8812"
2022-04-22,"4,7320"
2022-04-20,"4,6391"
2022-04-19,"4,6658"
2022-04-18,"4,6740"
2022-04-14,"4,7152"
2022-04-13,"4,6805"
2022-04-12,"4,6477"
2022-04-11,"4,7019"
2022-04-08,"4,7507"
2022-04-07,"4,7416"
2022-04-06,"4,6961"
2022-04-05,"4,6394"
2022-04-04,"4,6169"
2022-04-01,"4,6978"
2022-03-31,"4,7372"
2022-03-30,"4,7491"
2022-03-29,"4,7480"
2022-03-28,"4,7899"
2022-03-25,"4,7776"
2022-03-24,"4,8061"
2022-03-23,"4,8698"
2022-03-22,"4,9202"
2022-03-21,"4,9660"
2022-03-18,"5,0405"
2022-03-17,"5,0758"
2022-03-16,"5,1281"
2022-03-15,"5,1308"
2022-03-14,"5,0641"
2022-03-11,"5,0249"
2022-03-10,"5,0507"
2022-03-09,"5,0088"
2022-03-08,"5,0897"
2022-03-07,"5,0573"
2022-03-04,"5,0752"
2022-03-03,"5,0473"
2022-03-02,"5,1341"
2022-02-25,"5,1388"
2022-02-24,"5,1168"
2022-02-23,"5,0137"
2022-02-22,"5,0605"
2022-02-21,"5,0991"
2022-02-18,"5,1333"
2022-02-17,"5,1559"
2022-02-16,"5,1624"
2022-02-15,"5,1875"
2022-02-14,"5,2100"
2022-02-11,"5,1981"
2022-02-10,"5,2095"
2022-02-09,"5,2729"
2022-02-01,"5,2804"
2022-01-31,"5,3568"
2022-01-28,"5,3948"
2022-01-27,"5,3806"
2022-01-26,"5,4318"
2022-01-25,"5,4965"
2022-01-24,"5,4904"
2022-01-21,"5,4395"
2022-01-20,"5,4160"
2022-01-19,"5,4972"
2022-01-18,"5,5207"
2022-01-17,"5,5052"
2022-01-14,"5,5343"
2022-01-13,"5,5240"
2022-01-12,"5,5605"
2022-01-11,"5,6345"
2022-01-10,"5,6730"
2022-01-07,"5,6747"
2022-01-06,"5,7036"
2022-01-05,"5,6622"
2022-01-04,"5,6770"
2022-01-03,"5,6303"
2021-12-31,"5,5799"
2021-12-30,"5,5799"
2021-12-29,"5,6613"
2021-12-28,"5,6432"
2021-12-27,"5,6644"
2021-12-24,"5,6541"
2021-12-23,"5,6904"
2021-12-22,"5,7195"
2021-12-21,"5,7367"
2021-12-20,"5,7049"
2021-12-17,"5,6953"
2021-12-16,"5,6957"
2021-12-15,"5,7121"
2021-12-14,"5,6455"
2021-12-13,"5,6351"
2021-12-10,"5,5925"
2021-12-09,"5,5558"
2021-12-08,"5,5773"
2021-12-07,"5,6405"
2021-12-06,"5,6871"
2021-12-03,"5,6426"
2021-12-02,"5,6339"
2021-12-01,"5,6162"
2021-11-30,"5,6193"
2021-11-29,"5,6112"
2021-11-26,"5,5859"
2021-11-25,"5,5734"
2021-11-24,"5,6021"
2021-11-23,"5,6450"
2021-11-22,"5,5835"
2021-11-19,"5,5578"
2021-11-18,"5,5464"
2021-11-17,"5,4987"
2021-11-16,"5,4766"
2021-11-12,"5,4193"
2021-11-11,"5,4165"
2021-11-10,"5,4584"
2021-11-09,"5,4951"
2021-11-08,"5,5621"
2021-11-05,"5,5449"
2021-11-04,"5,5936"
2021-11-03,"5,6666"
2021-11-01,"5,6688"
2021-10-29,"5,6424"
2021-10-28,"5,6118"
2021-10-27,"5,5661"
2021-10-26,"5,5794"
2021-10-25,"5,5967"
2021-10-22,"5,7111"
2021-10-21,"5,6417"
2021-10-20,"5,5565"
2021-10-19,"5,5515"
2021-10-18,"5,5187"
2021-10-15,"5,4504"
2021-10-14,"5,4982"
2021-10-13,"5,5464"
2021-10-11,"5,5155"
2021-10-08,"5,5078"
2021-10-07,"5,5134"
2021-10-06,"5,5091"
2021-10-05,"5,4605"
2021-10-04,"5,4198"
2021-10-01,"5,3905"
2021-09-30,"5,4388"
2021-09-29,"5,4167"
2021-09-28,"5,4200"
2021-09-27,"5,3472"
2021-09-24,"5,3429"
2021-09-23,"5,2885"
2021-09-22,"5,2777"
2021-09-21,"5,3038"
2021-09-20,"5,3326"
2021-09-17,"5,3097"
2021-09-16,"5,2588"
2021-09-15,"5,2570"
2021-09-14,"5,2254"
2021-09-13,"5,2184"
2021-09-10,"5,2152"
2021-09-09,"5,2819"
2021-09-08,"5,2518"
2021-09-06,"5,1767"
2021-09-03,"5,1679"
2021-09-02,"5,1729"
2021-09-01,"5,1570"
2021-08-31,"5,1427"
2021-08-30,"5,1946"
2021-08-27,"5,2194"
2021-08-26,"5,2423"
2021-08-25,"5,2459"
2021-08-24,"5,3011"
2021-08-23,"5,3680"
2021-08-20,"5,4268"
2021-08-19,"5,4174"
2021-08-18,"5,3019"
2021-08-17,"5,2579"
2021-08-16,"5,2489"
2021-08-13,"5,2468"
2021-08-12,"5,2345"
2021-08-11,"5,2007"
2021-08-10,"5,2211"
2021-08-09,"5,2768"
2021-08-06,"5,2404"
2021-08-05,"5,1459"
2021-08-04,"5,2085"
2021-08-03,"5,2458"
2021-08-02,"5,1373"
2021-07-30,"5,1210"
2021-07-29,"5,0676"
2021-07-28,"5,1521"
2021-07-27,"5,1663"
2021-07-26,"5,1857"
2021-07-23,"5,1695"
2021-07-22,"5,1972"
2021-07-21,"5,2510"
2021-07-20,"5,2459"
2021-07-19,"5,1972"
2021-07-16,"5,0935"
2021-07-15,"5,0994"
2021-07-14,"5,0874"
2021-07-13,"5,1764"
2021-07-12,"5,2233"
2021-07-09,"5,2370"
2021-07-08,"5,2581"
2021-07-07,"5,2322"
2021-07-06,"5,1639"
2021-07-05,"5,0743"
2021-07-02,"5,0287"
2021-07-01,"5,0049"
2021-06-30,"5,0016"
2021-06-28,"4,9414"
2021-06-25,"4,9200"
2021-06-24,"4,9271"
2021-06-23,"4,9513"
2021-06-18,"5,0314"
2021-06-17,"5,0359"
2021-06-16,"5,0207"
2021-06-15,"5,0874"
2021-06-14,"5,0707"
2021-06-11,"5,1190"
2021-06-10,"5,0635"
2021-06-09,"5,0533"
2021-06-08,"5,0489"
2021-06-07,"5,0498"
2021-06-04,"5,0666"
2021-06-02,"5,1147"
2021-06-01,"5,1636"
2021-05-31,"5,2322"
2021-05-28,"5,2281"
2021-05-27,"5,2840"
2021-05-26,"5,3164"
2021-05-25,"5,3143"
2021-05-24,"5,3198"
2021-05-21,"5,3027"
2021-05-20,"5,2905"
2021-05-19,"5,2822"
2021-05-18,"5,2588"
2021-05-17,"5,2749"
2021-05-14,"5,2695"
2021-05-13,"5,2809"
2021-05-12,"5,2347"
2021-05-11,"5,2397"
2021-05-10,"5,2221"
2021-05-07,"5,2211"
2021-05-06,"5,2891"
2021-05-05,"5,3866"
2021-05-04,"5,4499"
2021-05-03,"5,4081"
2021-04-30,"5,4030"
2021-04-29,"5,3656"
2021-04-28,"5,3999"
2021-04-27,"5,4418"
2021-04-26,"5,4560"
2021-04-23,"5,4781"
2021-04-22,"5,4964"
2021-04-20,"5,5260"
2021-04-19,"5,5744"
2021-04-16,"5,6322"
2021-04-15,"5,6228"
2021-04-14,"5,6930"
2021-04-13,"5,7058"
2021-04-12,"5,6576"
2021-04-09,"5,6439"
2021-04-08,"5,5811"
2021-04-07,"5,5858"
2021-04-06,"5,6257"
2021-04-05,"5,6573"
2021-04-01,"5,6843"
2021-03-31,"5,6967"
2021-03-30,"5,7636"
2021-03-29,"5,7919"
2021-03-26,"5,7036"
2021-03-25,"5,6579"
2021-03-24,"5,5324"
2021-03-23,"5,4945"
2021-03-22,"5,5263"
2021-03-19,"5,5076"
2021-03-18,"5,5468"
2021-03-17,"5,6573"
2021-03-16,"5,5845"
2021-03-15,"5,6290"
2021-03-12,"5,5634"
2021-03-11,"5,5884"
2021-03-10,"5,7443"
2021-03-09,"5,8391"
2021-03-08,"5,7337"
2021-03-05,"5,6864"
2021-03-04,"5,6002"
2021-03-03,"5,7336"
2021-03-02,"5,6838"
2021-03-01,"5,5826"
2021-02-26,"5,5296"
2021-02-25,"5,4594"
2021-02-24,"5,4176"
2021-02-23,"5,4484"
2021-02-22,"5,5038"
2021-02-19,"5,3918"
2021-02-18,"5,4232"
2021-02-17,"5,4132"
2021-02-12,"5,3809"
2021-02-11,"5,3620"
2021-02-10,"5,4018"
2021-02-09,"5,4210"
2021-02-08,"5,3664"
2021-02-05,"5,3878"
2021-02-04,"5,3904"
2021-02-03,"5,3417"
2021-02-02,"5,3869"
2021-02-01,"5,4602"
2021-01-29,"5,4753"
2021-01-28,"5,4276"
2021-01-27,"5,3818"
2021-01-26,"5,3859"
2021-01-25,"5,5074"
2021-01-22,"5,4295"
2021-01-21,"5,3160"
2021-01-20,"5,3027"
2021-01-19,"5,2939"
2021-01-18,"5,2782"
2021-01-15,"5,2708"
2021-01-14,"5,2611"
2021-01-13,"5,3064"
2021-01-12,"5,4631"
2021-01-11,"5,4960"
2021-01-08,"5,3677"
2021-01-07,"5,3427"
2021-01-06,"5,3176"
2021-01-05,"5,3263"
2021-01-04,"5,1620"
2020-12-31,"5,1961"
2020-12-30,"5,1961"
2020-12-29,"5,1936"
2020-12-28,"5,2384"
2020-12-24,"5,1785"
2020-12-23,"5,1734"
2020-12-22,"5,1467"
2020-12-21,"5,1566"
2020-12-18,"5,0980"
2020-12-17,"5,0606"
2020-12-16,"5,1051"
2020-12-15,"5,0962"
2020-12-14,"5,0572"
2020-12-11,"5,0685"
2020-12-10,"5,0846"
2020-12-09,"5,1103"
2020-12-08,"5,0914"
2020-12-07,"5,1012"
2020-12-04,"5,1700"
2020-12-03,"5,1619"
2020-12-02,"5,2261"
2020-12-01,"5,2783"
2020-11-30,"5,3311"
2020-11-27,"5,3488"
2020-11-26,"5,3195"
2020-11-25,"5,3502"
2020-11-24,"5,4031"
2020-11-23,"5,3822"
2020-11-20,"5,3499"
2020-11-19,"5,3324"
2020-11-18,"5,2926"
2020-11-17,"5,3962"
2020-11-16,"5,4192"
2020-11-13,"5,4848"
2020-11-12,"5,4088"
2020-11-11,"5,4014"
2020-11-10,"5,3690"
2020-11-09,"5,2815"
2020-11-06,"5,5307"
2020-11-05,"5,5618"
2020-11-04,"5,6926"
2020-11-03,"5,6889"
2020-10-30,"5,7712"
2020-10-29,"5,7797"
2020-10-28,"5,7319"
2020-10-27,"5,6484"
2020-10-26,"5,6322"
2020-10-23,"5,6114"
2020-10-22,"5,5814"
2020-10-21,"5,6000"
2020-10-20,"5,5824"
2020-10-19,"5,6017"
2020-10-16,"5,6220"
2020-10-15,"5,6166"
2020-10-14,"5,5669"
2020-10-13,"5,5854"
2020-10-09,"5,5387"
2020-10-08,"5,6194"
2020-10-07,"5,6012"
2020-10-06,"5,5199"
2020-10-05,"5,6293"
2020-10-02,"5,6458"
2020-10-01,"5,6435"
2020-09-30,"5,6401"
2020-09-29,"5,6521"
2020-09-28,"5,5852"
2020-09-25,"5,5661"
2020-09-24,"5,5708"
2020-09-23,"5,5305"
2020-09-22,"5,4323"
2020-09-21,"5,4434"
2020-09-18,"5,2883"
2020-09-17,"5,2587"
2020-09-16,"5,2526"
2020-09-15,"5,2722"
2020-09-14,"5,2978"
2020-09-11,"5,2848"
2020-09-10,"5,2930"
2020-09-09,"5,3018"
2020-09-08,"5,3692"
2020-09-04,"5,2842"
2020-09-03,"5,3073"
2020-09-02,"5,3735"
2020-09-01,"5,3726"
2020-08-31,"5,4707"
2020-08-28,"5,4673"
2020-08-27,"5,5950"
2020-08-26,"5,5674"
2020-08-25,"5,5991"
2020-08-24,"5,5948"
2020-08-21,"5,6058"
2020-08-20,"5,6504"
2020-08-19,"5,4900"
2020-08-18,"5,4653"
2020-08-17,"5,4491"
2020-08-14,"5,3846"
2020-08-13,"5,3795"
2020-08-12,"5,4545"
2020-08-11,"5,4279"
2020-08-10,"5,3927"
2020-08-07,"5,4221"
2020-08-06,"5,3425"
2020-08-05,"5,2754"
2020-08-04,"5,3323"
2020-08-03,"5,3069"
2020-07-31,"5,2027"
2020-07-30,"5,1831"
2020-07-29,"5,1389"
2020-07-28,"5,1771"
2020-07-27,"5,1883"
2020-07-24,"5,2140"
2020-07-23,"5,1641"
2020-07-22,"5,1105"
2020-07-21,"5,2277"
2020-07-20,"5,3629"
2020-07-17,"5,3504"
2020-07-16,"5,3554"
2020-07-15,"5,3485"
2020-07-14,"5,4282"
2020-07-13,"5,3480"
2020-07-10,"5,3434"
2020-07-09,"5,2972"
2020-07-08,"5,3476"
2020-07-07,"5,3312"
2020-07-06,"5,3079"
2020-07-03,"5,3368"
2020-07-02,"5,3022"
2020-07-01,"5,3646"
2020-06-30,"5,4754"
2020-06-29,"5,4410"
2020-06-26,"5,4623"
2020-06-25,"5,3281"
2020-06-24,"5,2429"
2020-06-23,"5,1699"
2020-06-22,"5,2220"
2020-06-19,"5,3460"
2020-06-18,"5,3462"
2020-06-17,"5,2492"
2020-06-16,"5,1279"
2020-06-15,"5,1877"
2020-06-12,"5,0367"
2020-06-10,"4,8888"
2020-06-09,"4,9051"
2020-06-08,"4,9325"
2020-06-05,"4,9769"
2020-06-04,"5,1035"
2020-06-03,"5,0510"
2020-06-02,"5,2595"
2020-06-01,"5,3633"
2020-05-29,"5,4257"
2020-05-28,"5,3399"
2020-05-27,"5,2986"
2020-05-26,"5,3701"
2020-05-25,"5,4766"
2020-05-22,"5,5802"
2020-05-21,"5,6013"
2020-05-20,"5,6962"
2020-05-19,"5,7210"
2020-05-18,"5,7369"
2020-05-15,"5,8223"
2020-05-14,"5,9366"
2020-05-13,"5,9016"
2020-05-12,"5,7717"
2020-05-11,"5,7948"
2020-05-08,"5,7647"
2020-05-07,"5,8359"
2020-05-06,"5,6670"
2020-05-05,"5,5348"
2020-05-04,"5,5811"
2020-04-30,"5,4264"
2020-04-29,"5,4285"
2020-04-28,"5,5677"
2020-04-27,"5,6352"
2020-04-24,"5,6504"
2020-04-23,"5,4461"
2020-04-22,"5,3841"
2020-04-20,"5,2831"
2020-04-17,"5,2567"
2020-04-16,"5,2371"
2020-04-15,"5,2573"
2020-04-14,"5,1852"
2020-04-13,"5,1818"
2020-04-09,"5,0773"
2020-04-08,"5,2117"
2020-04-07,"5,2211"
2020-04-06,"5,2465"
2020-04-03,"5,2991"
2020-04-02,"5,2645"
2020-04-01,"5,2399"
2020-03-31,"5,1981"
2020-03-30,"5,1588"
2020-03-27,"5,1103"
2020-03-26,"5,0004"
2020-03-25,"5,0700"
